100613556, 102, 1, 1
100613556, 102, 1, 1
100628870, 103, 0, 1
100628871, 104, 0, 1
101994798, 105, 1, 1
102348808, 106, 1, 1
102478741, 107, 1, 0
102484274, 108, 0, 1
102484275, 109, 0, 1
102484276, 110, 1, 1
102699331, 111, 1, 1
103397123, 112, 0, 1
103401934, 113, 1, 1
103401937, 114, 1, 1
103404264, 115, 1, 0
103404265, 116, 1, 1
103404964, 117, 0, 1
103404966, 118, 1, 1
104787759, 119, 1, 0
105065133, 120, 1, 0
105065134, 121, 1, 0
105065135, 122, 1, 1
105065136, 123, 1, 1
105348869, 124, 0, 1
105362719, 125, 1, 1
105431204, 126, 1, 1
105623757, 127, 0, 1
106305827, 128, 1, 1
106305828, 129, 0, 0
106509511, 130, 1, 1
106778380, 131, 1, 1
106779102, 132, 1, 1
107358544, 133, 1, 1
108039296, 134, 1, 1
108041981, 135, 1, 1
108041985, 136, 1, 1
108114182, 140, 1, 1
108114186, 143, 1, 1
108114187, 144, 1, 1
114712188, 145, 1, 1
114712664, 146, 1, 1
114713545, 147, 1, 0
115998751, 148, 1, 1
115998752, 149, 1, 0
118106110, 150, 1, 1
118106111, 151, 1, 0
118106734, 152, 1, 1
118107143, 153, 1, 1
118107148, 154, 1, 1
118724223, 155, 1, 1
118724223, 155, 1, 1
118756230, 160, 0, 1
118756231, 161, 0, 1
118756369, 162, 1, 0
118759917, 163, 1, 1
118759918, 164, 1, 0
118759919, 165, 1, 0
118909065, 166, 1, 1
118909066, 167, 1, 1
118912227, 168, 1, 1
118924344, 169, 1, 1
119019121, 170, 1, 1
119020565, 171, 0, 1
119052900, 172, 1, 1
119427097, 173, 1, 1
119427099, 174, 1, 0
119427103, 175, 0, 1
119427104, 176, 0, 1
119480516, 177, 1, 0
119480522, 178, 1, 1
119484052, 179, 1, 1
119486758, 181, 0, 1
119486759, 182, 0, 1
119687976, 184, 1, 1
119687977, 185, 1, 1
119689126, 186, 1, 1
119691345, 187, 1, 1
120023069, 189, 0, 1
121272016, 190, 0, 1
121287431, 191, 1, 1
121290714, 192, 1, 0
121290721, 194, 1, 0
121809139, 195, 0, 1
122215107, 196, 0, 1
122215109, 198, 0, 1
122592186, 204, 1, 0
122592189, 207, 1, 0
122592190, 208, 0, 0
122592191, 209, 1, 0
122592199, 216, 0, 0
122592200, 217, 1, 1
122658968, 220, 1, 1
122658968, 220, 1, 1
125690613, 227, 0, 1
125690616, 228, 0, 1
128170580, 229, 1, 0
128170583, 230, 1, 0
128208610, 231, 1, 1
128229654, 236, 0, 1
128229655, 237, 0, 1
128229656, 238, 0, 1
128229657, 239, 0, 1
128229658, 240, 0, 1
128229659, 241, 0, 1
128229660, 242, 0, 1
129736841, 248, 1, 1
129736842, 249, 1, 1
129775568, 250, 1, 1
129775569, 251, 1, 1
129790128, 252, 0, 1
130229448, 253, 1, 1
130229449, 254, 1, 1
133787549, 255, 1, 1
133787551, 256, 0, 1
134219945, 257, 1, 1
134219946, 258, 1, 1
134565165, 259, 0, 0
134565946, 260, 0, 0
134568224, 261, 0, 0
136196067, 262, 1, 1
145259591, 265, 0, 0
148742678, 266, 0, 0
148742682, 269, 0, 0
159076451, 270, 0, 0
159076452, 271, 0, 0
161719235, 272, 1, 1
161719239, 273, 1, 1
169163593, 275, 1, 1
169303411, 276, 1, 1
169303935, 277, 1, 1
174459503, 278, 1, 1
174531796, 281, 1, 0
174531797, 282, 1, 0
180468541, 283, 1, 1
180468547, 284, 1, 0
180468548, 285, 1, 0
185871920, 286, 1, 0
185871922, 287, 1, 0
187272243, 288, 0, 1
187272245, 290, 0, 1
199155612, 300, 0, 1
199898170, 301, 1, 1
199898192, 302, 1, 0
199898193, 303, 1, 0
199901909, 306, 1, 0
199901910, 307, 1, 0
235548033, 313, 0, 1
235548559, 318, 0, 1
235548560, 319, 1, 1
235577013, 320, 1, 1
235577018, 321, 1, 1
235577019, 322, 1, 1
252738750, 323, 0, 1
252738751, 324, 0, 1
252739052, 325, 1, 0
260474368, 326, 1, 1
295737643, 329, 1, 0
295737645, 330, 1, 0
295737646, 331, 0, 1
295737649, 332, 1, 0
295737650, 333, 1, 0
295737654, 334, 0, 1
295737656, 335, 1, 0
295737662, 337, 1, 0
295737665, 339, 0, 1
295737668, 340, 0, 0
296851325, 357, 1, 1
300381120, 358, 1, 0
318616907, 359, 0, 1
318616910, 360, 0, 1
318616911, 361, 1, 1
320716522, 364, 1, 1
320716524, 366, 1, 1
320716525, 367, 1, 1
320716526, 368, 1, 1
329050502, 370, 1, 0
554275861, 380, 0, 1
591670146, 392, 1, 0
591670147, 393, 1, 0
592380589, 394, 1, 0
592380591, 395, 1, 0
592380606, 396, 1, 1
592380609, 397, 1, 1
592380611, 398, 1, 1
592380615, 399, 1, 1
592380622, 401, 1, 1
592380625, 402, 0, 1
596139648, 407, 1, 0
596139652, 411, 1, 0
596139653, 412, 1, 0
596139678, 421, 1, 0
596139679, 422, 0, 1
596139680, 423, 1, 0
596139681, 424, 0, 1
597072484, 440, 0, 1
597072496, 444, 1, 0
597475853, 448, 1, 0
597475855, 449, 1, 0
597475870, 454, 0, 0
597475872, 455, 0, 0
597914286, 456, 1, 1
597914287, 457, 1, 1
597914288, 458, 0, 1
597914289, 459, 0, 1
597914294, 464, 1, 1
597914295, 465, 1, 1
597914340, 472, 1, 0
597914341, 473, 1, 0
597914342, 474, 1, 0
597914343, 475, 1, 0
597914351, 483, 1, 0
597914352, 484, 1, 0
673238881, 492, 0, 1
724152142, 502, 0, 1
724152143, 503, 0, 1
769755729, 504, 1, 1
769755730, 505, 1, 0
818730837, 506, 1, 1
818730838, 507, 1, 1
818730839, 508, 1, 0
821951771, 517, 1, 0
821951772, 518, 1, 0
821951774, 520, 1, 0
821951776, 522, 1, 0
821951778, 524, 1, 0
821951779, 525, 1, 0
821951780, 526, 1, 0
821951781, 527, 1, 0
822284814, 538, 0, 1
822284822, 546, 1, 0
822854579, 548, 1, 0
822854580, 549, 1, 1
822854585, 554, 0, 0
822854600, 569, 1, 0
822854601, 570, 1, 0
822854602, 571, 1, 1
822854603, 572, 0, 1
822854606, 575, 1, 0
822854607, 576, 1, 0
822854608, 577, 0, 1
822854609, 578, 0, 1
822854610, 579, 0, 1
822854611, 580, 0, 1
822854612, 581, 0, 1
822855487, 583, 0, 0
822855488, 584, 0, 0
822919352, 585, 1, 0
822919353, 586, 1, 0
822919354, 587, 1, 0
822931349, 593, 1, 0
822931350, 594, 1, 0
822931353, 597, 0, 1
822931354, 598, 1, 0
822931355, 599, 1, 0
822931356, 600, 1, 0
822949163, 619, 0, 1
822949164, 620, 0, 1
822963870, 622, 1, 0
822963871, 623, 1, 0
822963872, 624, 1, 0
823241038, 627, 1, 0
823536719, 645, 0, 1
823536720, 646, 1, 0
823536721, 647, 1, 0
823536726, 652, 1, 1
823536727, 653, 1, 1
823536728, 654, 1, 1
823536729, 655, 1, 1
823536730, 656, 1, 1
823585278, 659, 0, 0
825938978, 667, 1, 0
825938979, 668, 1, 0
825938980, 669, 1, 0
825938981, 670, 1, 0
829407513, 681, 0, 1
829407514, 682, 0, 1
829407515, 683, 1, 0
829407516, 684, 1, 0
829407519, 687, 0, 1
829407520, 688, 0, 1
829407527, 695, 0, 0
829407528, 696, 1, 0
829407529, 697, 0, 1
829407532, 700, 1, 0
829407533, 701, 1, 0
829407534, 702, 0, 1
829407535, 703, 0, 1
829407539, 707, 1, 0
829407540, 708, 1, 0
829407541, 709, 1, 0
829407542, 710, 1, 0
829407543, 711, 0, 1
829407544, 712, 0, 1
829412695, 717, 1, 1
829412696, 718, 1, 1
829826119, 720, 1, 0
829826120, 721, 0, 1
829826121, 722, 1, 0
829826122, 723, 1, 0
829826125, 726, 1, 0
829826126, 727, 1, 0
830082713, 732, 0, 0
830082714, 733, 0, 0
830082717, 736, 0, 0
830082721, 740, 0, 0
830082722, 741, 0, 1
830082723, 742, 0, 1
830082726, 745, 1, 1
830082727, 746, 1, 1
830082728, 747, 0, 1
830082729, 748, 0, 1
830082731, 750, 0, 0
830082734, 753, 0, 0
830082735, 754, 1, 0
830082736, 755, 1, 0
830082737, 756, 1, 0
830082738, 757, 1, 0
830082751, 763, 0, 1
830082752, 764, 0, 0
830082755, 767, 0, 1
830082756, 768, 0, 1
830082757, 769, 1, 0
830082758, 770, 1, 0
830082761, 773, 0, 0
830082763, 775, 0, 0
830082764, 776, 0, 0
830270244, 783, 1, 0
830294552, 785, 0, 1
830294553, 786, 0, 1
830294554, 787, 0, 1
830294555, 788, 0, 1
830294557, 790, 1, 0
830294558, 791, 1, 0
830306795, 797, 1, 1
830306807, 798, 0, 0
830306810, 799, 0, 0
830306812, 800, 0, 0
830306813, 801, 0, 0
830306824, 802, 0, 0
830306829, 804, 0, 1
830306830, 805, 0, 1
830306837, 807, 1, 0
830306839, 809, 0, 1
830306840, 810, 0, 0
830306843, 813, 0, 1
830306844, 814, 0, 1
830306845, 815, 0, 1
830306860, 830, 1, 0
830306861, 831, 0, 0
830306863, 833, 0, 0
830306867, 837, 1, 0
830306868, 838, 1, 0
830421636, 839, 0, 1
830421638, 841, 1, 0
830421639, 842, 0, 1
832899344, 843, 0, 0
832899345, 844, 0, 0
891680588, 845, 0, 1
891680589, 846, 1, 1
891680590, 847, 1, 1
917114260, 848, 0, 1
917114261, 849, 0, 1
917114262, 850, 0, 1
917114263, 851, 0, 1
917114264, 852, 0, 1
917114265, 853, 0, 1
917114266, 854, 1, 1
917114267, 855, 1, 1
917114268, 856, 0, 1
917114269, 857, 0, 1
917114270, 858, 0, 1
917114271, 859, 0, 1
917114272, 860, 0, 1
917114273, 861, 0, 1
917114274, 862, 1, 1
917114275, 863, 1, 1
917114276, 864, 1, 1
917114277, 865, 1, 1
917114278, 866, 1, 1
917114279, 867, 1, 1
917114280, 868, 1, 1
917114281, 869, 1, 1
917114282, 870, 1, 1
917114283, 871, 1, 1
917114284, 872, 1, 1
917114285, 873, 1, 1
919864100, 876, 0, 1
919864103, 879, 0, 1
919864106, 882, 1, 1
919864107, 883, 1, 1
919864108, 884, 1, 0
919864110, 886, 1, 0
930226469, 889, 0, 0
943523362, 895, 0, 1
943523364, 897, 0, 1
943523365, 898, 0, 1
943595590, 902, 0, 0
943595591, 903, 0, 0
943595592, 904, 0, 0
943595595, 907, 1, 1
943595596, 908, 1, 1
943595600, 912, 1, 1
943595601, 913, 1, 1
943595602, 914, 1, 1
943595604, 915, 1, 0
943595605, 916, 0, 1
943595607, 918, 1, 0
943595608, 919, 0, 1
943595609, 920, 1, 0
943595610, 921, 1, 0
944017435, 927, 0, 1
944017446, 938, 0, 1
944017470, 951, 0, 1
944017473, 954, 1, 0
944017475, 956, 1, 0
944017476, 957, 1, 0
944017478, 959, 1, 0
944017479, 960, 1, 0
944017481, 962, 1, 0
944017482, 963, 1, 0
944348234, 968, 1, 0
951818305, 969, 1, 1
951818306, 970, 1, 1
951818307, 971, 1, 1
951818308, 972, 1, 1
951818309, 973, 1, 1
952666848, 977, 1, 0
952666849, 978, 1, 0
952666850, 979, 0, 1
952666851, 980, 0, 1
952666857, 984, 1, 0
952666858, 985, 1, 0
990070008, 1001, 1, 1
1020953237, 1004, 1, 1
1037983844, 1012, 0, 1
1037983845, 1013, 0, 1
1037983846, 1014, 1, 0
1037983847, 1015, 1, 0
1039142619, 1023, 1, 0
1039142625, 1028, 1, 0
1039142633, 1035, 1, 0
1039142637, 1039, 0, 1
1039142638, 1040, 0, 1
1040563301, 1062, 0, 1
1041106462, 1082, 0, 1
1041106463, 1083, 0, 1
1041106464, 1084, 0, 1
1042571067, 1097, 1, 0
1042571068, 1098, 1, 0
1042668242, 1102, 1, 1
1042668243, 1103, 1, 1
1047605215, 1118, 0, 1
1047605216, 1119, 0, 1
1047605218, 1121, 0, 1
1047605753, 1127, 0, 1
1047641795, 1144, 0, 0
1047641796, 1145, 0, 0
1047641800, 1149, 0, 1
1047641801, 1150, 0, 1
1047641802, 1151, 0, 1
1047641803, 1152, 0, 1
1047641804, 1153, 0, 1
1047641805, 1154, 0, 1
1047641808, 1157, 0, 1
1047641809, 1158, 0, 1
1058579533, 1169, 1, 1
1066994708, 1170, 0, 0
1066994710, 1171, 1, 0
1066994711, 1172, 1, 0
1067258506, 1173, 0, 1
1067258507, 1174, 0, 1
1078430148, 1175, 0, 1
1078430149, 1176, 0, 1
1078430154, 1181, 1, 0
1082723606, 1203, 1, 0
1082723607, 1204, 1, 0
