node,1177464549,46.979405,10.0334354
node,1177464809,46.974017,10.0391169
node,1177464884,46.9752638,10.0358362
node,1177464947,46.9771497,10.0347429
node,1177464663,46.9847727,10.0261662
node,1177464834,46.9869129,10.0202689
node,1177464888,46.9891212,10.0186209
node,1177464957,46.9913024,10.0169932
node,1177464854,46.9861111,10.0224784
node,1177464518,46.9811228,10.0318797
node,1177464581,46.983471,10.0297531
node,1177464788,46.9723116,10.0443336
node,1177464544,46.9689382,10.0502263
node,1177464711,46.9704849,10.0475246
node,1177464943,46.9692573,10.0522255
node,1177464845,46.9739357,10.0426322
node,9797269076,46.9740095,10.0433737
node,9797269081,46.9743004,10.0431873
node,9797269082,46.9742279,10.0432726
node,9797269083,46.9741286,10.043395
node,9797269084,46.9741861,10.0433316
node,1177464701,46.9691124,10.0537349
node,361413809,47.2146872,9.6465934
node,361413800,47.2272423,9.6324373
node,361413795,47.2217369,9.6453103
node,361413804,47.2219633,9.6406678
node,361413805,47.2199923,9.6437472
node,361413806,47.218224,9.6464907
node,361413807,47.2164429,9.6465374
node,361413791,47.2283416,9.6381439
node,361413792,47.2256913,9.6400964
node,361413801,47.2254996,9.6351621
node,361413802,47.2236238,9.6380549
node,344468426,47.2264433,9.6451625
node,361413786,47.2279329,9.642169
node,361413793,47.223027,9.6420517
node,361413799,47.2298743,9.6333394
node,361413783,47.2339243,9.6389825
node,361413785,47.2313223,9.6399403
node,361413789,47.2327544,9.6371011
node,361413790,47.2304181,9.6366136
node,361413798,47.2331181,9.636738
node,1477056988,47.2315822,9.635133
node,361373464,47.2373603,9.6398159
node,361373477,47.2351045,9.639489
node,361413796,47.2352725,9.6383233
node,361373446,47.2411278,9.6463092
node,361373448,47.2384762,9.6436141
node,361373449,47.2367579,9.6411704
node,361373463,47.2395116,9.6414133
node,361373475,47.2415144,9.6459959
node,361373476,47.2391841,9.6436315
node,361413782,47.2361229,9.6412226
node,361373459,47.2460636,9.6451054
node,361373460,47.244072,9.6447513
node,361373461,47.2419677,9.6432177
node,361373455,47.2530783,9.6448602
node,361373456,47.2506172,9.6458611
node,361373457,47.248381,9.6455031
node,361373469,47.2542145,9.64557
node,361373470,47.2510476,9.6462997
node,788472759,47.3035584,9.5682167
node,797335309,47.3043018,9.5640587
node,3695677248,47.303603,9.571324
node,788472735,47.3054834,9.5783851
node,788472748,47.3036548,9.5749265
node,966204542,47.3064386,9.5944599
node,919838861,47.2743206,9.6169309
node,972509651,47.2724744,9.6205019
node,1215095036,47.2723056,9.6191455
node,1215095085,47.272543,9.6196018
node,919836951,47.2789251,9.6135848
node,919837721,47.2788767,9.6129825
node,919838994,47.274555,9.617395
node,972608914,47.2766322,9.6151242
node,972608987,47.2764228,9.6146365
node,361398872,47.2668955,9.6270618
node,361398878,47.2665729,9.6267231
node,361398851,47.2643347,9.6319022
