way, 23049236, [248719562 248719793 248719794 248719795 248719796 248719797 248719798 248719799 248719800 323402727 323402729 248719801 248719802 323402733 248719803 248719804 248719805 323399343 248719806 ], 1, 248719562, 248719806, 16.420575, 48.337116, 16.396030, 48.297414, 181.958350, 80.446232, 180.117687, 76.032099, 4.782532, 380000, 1, 0, 0, 1, 0, 0, 0
way, 25359793, [269160703 269160098 269160468 269160467 269160466 269160539 269160465 1244697508 269159189 269159188 4248752374 269159187 269159186 269159185 1244697449 269079463 269079461 269079455 269079444 269079438 269079437 269079436 269079435 269079423 269079422 269079421 269079397 269079393 269079392 1358146327 269079390 269772852 269772853 312996149 269772854 312996438 269772855 312996762 312996763 312996764 312996765 312996766 312997016 313014075 313014076 313014704 313014705 313014706 313014707 313014708 313015246 313015247 313015248 313015249 313015250 313015251 313015252 313015253 313015254 313015454 313015455 313015456 313015576 313015773 313015774 313015988 313015989 313015990 313015991 313015992 313016593 313016594 313016941 313017485 313017486 313017487 313017488 343366383 343366384 343366385 343366386 343366387 343366388 343366389 343366390 343366391 343366393 343366394 343366395 343366396 343366397 343366398 343366399 343366400 343366401 343366402 343366403 343366404 343366405 343366407 313053241 313053101 313052953 313052954 ], 2, 269160703, 313052954, 11.471696, 47.272373, 11.109090, 47.294206, -189.169387, -37.934817, -216.361999, -35.507330, 27.300748, 220000, 1, 0, 0, 0, 1, 1, 1
way, 25359794, [1159579422 1110455530 1110449557 1110447666 1110447791 1110457677 1110450464 1110450379 1110448547 1159579427 1110453931 1110457802 1110455978 1110449714 1110453635 1110457722 1110455598 1110456275 1110450072 1159579416 1110455589 1159579405 1110454058 1110457843 1159579391 1110450089 1159579394 1110452325 1159579385 1110447616 1110455058 1110453052 1110453122 1110451658 1110450337 1110452936 344985653 973620905 344985652 344985651 344985650 344985649 344985648 344985647 344985646 344985645 344985644 344985643 344985642 344985641 344985640 344985639 344985027 344985169 344985168 344985026 313051551 1159579410 313051549 313051548 313051547 313051546 313051545 313051544 313051543 313051541 313051540 313048457 313048456 313048354 313053537 313053535 313053534 313053533 344979775 344979774 344980809 344980808 344980807 344980805 344980804 344980803 344980801 344980800 344980798 344980941 344980797 344981114 344981113 344982186 344981112 344982185 344982184 344982183 344982182 1157978221 344982181 344982180 344982179 1159579398 344982178 313026170 313026171 313026173 313026175 313025640 313025641 313025642 313025359 313025262 313025263 313025076 313024961 313024962 313024963 313023717 270193476 270193475 270193474 269079354 269079352 269079344 269079343 269079342 269079341 269079340 269079339 269079338 269079337 269079336 269079334 269079329 269079330 269079331 269079332 269079333 1159392504 269079362 269079363 269079364 269079368 269079367 269079366 269079369 758044030 269079371 269079372 269079373 269079374 269079375 269079380 269079381 269079382 269079383 269079384 269079385 269079386 269079388 269079398 269079399 269079400 269079401 269079411 269079417 269079418 269079419 269079420 269079424 269079426 269079427 269079439 269079441 269079442 269079466 269079464 269079465 269079467 312956952 312956953 312956955 312956956 312956957 312956958 312956959 312956961 312956962 312956963 312957041 312959482 312959483 312959484 312959485 312959486 312959487 312959488 312959489 312959490 312959491 312959492 312959493 312959494 312959495 312959496 312959497 312959498 312959499 312959500 312959501 312959502 312959503 312959504 312959505 312959506 312959507 312959508 312959509 312959510 312959511 312959512 312959513 312959514 312959515 312959516 312959517 312959518 312959519 312959520 312959521 312959522 312959523 312959524 312959525 312959526 312959527 312959528 312959530 312959531 312959532 312959633 312959634 312959635 1098008720 312959636 312960342 312960343 312960344 312960345 312960346 312960347 312960348 312960349 312960350 312962028 312962029 312962030 312962031 312962032 312962033 312962034 312962035 312962036 312962037 312962038 312962039 312962040 312962041 312962042 312962043 312962044 5207236523 312962045 312962046 312962047 312962048 312962049 312962050 312962051 312962052 312962053 312962176 312962177 312962178 1038135503 1038135429 1038135563 1038135544 1038135441 1038135407 1038135493 1038135547 1038135445 1038135410 1038135433 1038135569 1038135466 1038135419 1038135528 1038135437 1038135403 1038135486 1038135424 1038135545 1038135443 1038135409 1038135498 1038135472 1038135420 1038135538 1038135438 1038135484 1038135423 1038135543 1038135414 1038135517 1038135431 1038135567 1038135458 2498882558 1038135416 1038135521 1038135432 1038135427 1038135542 1038135421 1038135428 1038135501 1038135411 1038135447 1038135560 1038135426 1038135496 1038135408 1038135520 1038135415 1038135455 1038135565 1038135430 1038135505 1038135412 1038135452 1038135475 1038135581 1038135434 1038135417 1159392499 1038135461 1038135413 1038135422 1038135479 1038135402 1038135435 1038135526 1038135418 1038135463 1038357526 1038357533 1038357553 ], 3, 1159579422, 1038357553, 10.876862, 47.242967, 11.897344, 47.235220, -233.777343, -41.204258, -157.249038, -42.065546, 76.533152, 220000, 1, 0, 0, 1, 1, 1, 1
way, 25528575, [384707604 278211166 278211167 278211168 278211170 278211171 278211172 278211173 278211679 278211680 278213054 278213055 1103874661 278213056 278213057 278213058 278213059 278213060 278213061 278213062 278213063 278213064 278213065 278213066 278213067 278213068 278213069 278213070 278213071 278213072 278213073 278213074 278213075 278213076 278213077 278213078 278213079 278213080 1227976287 278213081 278213082 278213083 278213084 1227976297 384742275 384742276 384742277 384742278 384742279 384742280 1227976290 384742281 384742282 1227976295 384742284 ], 4, 384707604, 384742284, 16.377387, 48.356236, 16.240544, 48.357020, 178.719569, 82.572102, 168.457401, 82.659292, 10.262538, 220000, 1, 0, 0, 1, 0, 1, 0
way, 25539152, [278338629 278338630 278339196 278339197 278339198 ], 5, 278338629, 278339198, 16.425223, 48.125905, 16.426717, 48.139969, 182.306877, 56.963209, 182.418945, 58.526917, 1.567719, 220000, 1, 0, 0, 1, 1, 1, 1
way, 25540878, [278351576 278351577 278351578 278351579 278351580 278351581 278351583 278351584 278351585 278351586 278351587 278351588 278351589 278351591 3908194552 278351592 278351593 278351594 278351595 278351596 278351597 278351598 ], 6, 278351576, 278351598, 16.415817, 48.124635, 16.341623, 48.136022, 181.601544, 56.822107, 176.037575, 58.088101, 5.706180, 380000, 1, 0, 0, 1, 1, 1, 1
way, 25541125, [305186793 278352923 278328808 ], 7, 305186793, 278328808, 16.420039, 48.122654, 16.422362, 48.118971, 181.918102, 56.601765, 182.092354, 56.192301, 0.444999, 380000, 1, 0, 0, 1, 1, 1, 1
way, 25722423, [278328754 278328755 ], 8, 278328754, 278328755, 16.695419, 48.030997, 16.691685, 48.030909, 202.569490, 46.411075, 202.289521, 46.401347, 0.280138, 380000, 1, 0, 0, 1, 1, 1, 1
way, 26971631, [313053023 371635124 313052951 313049156 313049063 313049062 313049061 313048789 343576475 343576476 343576477 343576478 343576479 343576480 343576481 343576482 343576483 343576484 343576485 343576486 343576487 343576488 343576489 343576491 343576492 343576493 343575840 343575841 1377637339 343575842 343575843 343575844 343575845 343575846 343575847 343575273 343575274 343575275 343575276 343575277 343575278 343575279 343575280 1377637341 343575282 343575283 343575284 343575285 343575286 343575287 343575288 343575289 343575290 343575291 343575292 343575293 343575294 343575295 343575296 343575297 343575298 343575299 343575300 343575301 343575302 343575303 343575304 343575305 343575306 343575307 343575308 343575309 343575310 343575311 343575312 2055000226 339674978 339673476 ], 9, 313053023, 339673476, 11.102718, 47.293961, 11.265627, 47.401255, -216.839872, -35.534593, -204.622971, -23.605304, 17.075146, 220000, 1, 0, 0, 1, 0, 1, 0
way, 28457294, [8625854829 278209278 278209277 278209276 278209275 312656662 278209274 278209273 278209272 278209271 278209270 278209269 278209268 278209267 278209266 278209265 278209264 278209263 278209262 278209261 278209260 280482103 280482101 280482100 280482099 280482098 280482097 280482096 280482095 280482094 280482093 280482091 280482090 280482089 280482088 280482087 312655782 280482086 312655781 280482085 280482084 312655722 280482082 280482081 280482080 280482079 312655641 280482078 280482077 278220837 278220839 278220840 278220841 278220842 278220843 278220844 278220845 278220846 312655550 278220847 312655549 312655548 278220848 312655547 278220849 312655546 312655545 312655543 312654912 312654911 278220850 312654910 312654908 278220851 278220852 278220853 278220854 278220855 312654907 278220856 312654906 312654461 278220857 278220858 278220859 278220860 312654278 278220861 278220862 312653974 312653788 278220864 ], 10, 8625854829, 278220864, 16.516690, 48.337799, 16.646915, 48.119531, 189.166210, 80.522248, 198.932124, 56.254586, 26.158985, 380000, 1, 0, 0, 1, 1, 1, 0
